ENSEMBL_GENE_ID	GENE_SYMBOL	ENTREZ_ID
ENSG00000124201	ZNFX1	57169
ENSG00000124203	ZNF831	128611
ENSG00000124205	EDN3	1908
ENSG00000124207	CSE1L	1434
ENSG00000124208	TMEM189-UBE2V1	387522
ENSG00000124209	RAB22A	57403
ENSG00000124212	PTGIS	5740
ENSG00000124214	STAU1	6780
ENSG00000124215	CDH26	60437
ENSG00000124216	SNAI1	6615
ENSG00000124217	MOCS3	27304
ENSG00000124222	STX16	8675
ENSG00000124224	PPP4R1L	NA
ENSG00000124225	PMEPA1	56937
ENSG00000124226	RNF114	55905
ENSG00000124227	ANKRD60	140731
ENSG00000124228	DDX27	55661
ENSG00000124232	RBPJL	11317
ENSG00000124233	SEMG1	6406
ENSG00000124243	BCAS4	55653
ENSG00000124249	KCNK15	60598
ENSG00000124251	TP53TG5	27296
ENSG00000124253	PCK1	5105
ENSG00000124256	ZBP1	81030
ENSG00000124257	NEURL2	140825
ENSG00000124260	MAGEA10	4109
ENSG00000124275	MTRR	4552
ENSG00000124279	FASTKD3	79072
ENSG00000124299	PEPD	5184
ENSG00000124302	CHST8	64377
ENSG00000124313	IQSEC2	23096
ENSG00000124333	VAMP7	6845
ENSG00000124334	IL9R	3581
ENSG00000124343	XG	7499
ENSG00000124356	STAMBP	10617
ENSG00000124357	NAGK	55577
ENSG00000124370	MCEE	84693
ENSG00000124374	PAIP2B	400961
ENSG00000124380	SNRNP27	11017
ENSG00000124383	MPHOSPH10	10199
ENSG00000124391	IL17C	27189
ENSG00000124399	NDUFB4P12	NA
ENSG00000124406	ATP8A1	10396
ENSG00000124422	USP22	23326
ENSG00000124429	POF1B	79983
ENSG00000124440	HIF3A	64344
ENSG00000124444	ZNF576	79177
ENSG00000124449	IRGC	56269
ENSG00000124459	ZNF45	7596
ENSG00000124466	LYPD3	27076
ENSG00000124467	PSG8	440533
ENSG00000124479	NDP	4693
ENSG00000124486	USP9X	8239
ENSG00000124490	CRISP2	7180
ENSG00000124491	F13A1	2162
ENSG00000124493	GRM4	2914
ENSG00000124496	TRERF1	55809
ENSG00000124507	PACSIN1	29993
ENSG00000124508	BTN2A2	10385
ENSG00000124523	SIRT5	23408
ENSG00000124532	MRS2	57380
ENSG00000124535	WRNIP1	56897
ENSG00000124541	RRP36	88745
ENSG00000124549	BTN2A3P	NA
ENSG00000124557	BTN1A1	696
ENSG00000124562	SNRPC	6631
ENSG00000124564	SLC17A3	10786
ENSG00000124568	SLC17A1	6568
ENSG00000124570	SERPINB6	5269
ENSG00000124571	XPO5	57510
ENSG00000124574	ABCC10	89845
ENSG00000124575	H1-3	3007
ENSG00000124587	PEX6	5190
ENSG00000124588	NQO2	4835
ENSG00000124593		NA
ENSG00000124596	OARD1	221443
ENSG00000124602	UNC5CL	222643
ENSG00000124608	AARS2	57505
ENSG00000124610	H1-1	3024
ENSG00000124613	ZNF391	346157
ENSG00000124614	RPS10	6204
ENSG00000124615	MOCS1	4337
ENSG00000124635	H2BC11	8970
ENSG00000124641	MED20	9477
ENSG00000124657	OR2B6	26212
ENSG00000124659	TBCC	6903
ENSG00000124664	SPDEF	25803
ENSG00000124678	TCP11	6954
ENSG00000124688	MAD2L1BP	9587
ENSG00000124701	APOBEC2	10930
ENSG00000124702	KLHDC3	116138
ENSG00000124713	GNMT	27232
ENSG00000124713	GNMT	107080644
ENSG00000124721	DNAH8	1769
ENSG00000124731	TREM1	54210
ENSG00000124733	MEA1	4201
ENSG00000124743	KLHL31	401265
ENSG00000124749	COL21A1	81578
ENSG00000124762	CDKN1A	1026
ENSG00000124766	SOX4	6659
ENSG00000124767	GLO1	2739
ENSG00000124772	CPNE5	57699
ENSG00000124780	KCNK17	89822
ENSG00000124782	RREB1	6239
ENSG00000124783	SSR1	6745
ENSG00000124784	RIOK1	83732
ENSG00000124785	NRN1	51299
ENSG00000124786	SLC35B3	51000
ENSG00000124787	RPP40	10799
ENSG00000124788	ATXN1	6310
ENSG00000124789	NUP153	9972
ENSG00000124795	DEK	7913
ENSG00000124802	EEF1E1	9521
ENSG00000124812	CRISP1	167
ENSG00000124813	RUNX2	860
ENSG00000124818	OPN5	221391
ENSG00000124827	GCM2	9247
ENSG00000124831	LRRFIP1	9208
ENSG00000124835		NA
ENSG00000124839	RAB17	64284
ENSG00000124875	CXCL6	6372
ENSG00000124882	EREG	2069
ENSG00000124900	TRIM51	84767
ENSG00000124915	MYRF-AS1	NA
ENSG00000124920	MYRF	745
ENSG00000124939	SCGB2A1	4246
ENSG00000124942	AHNAK	79026
ENSG00000125037	EMC3	55831
ENSG00000125046	SSUH2	51066
ENSG00000125089	SH3TC1	54436
ENSG00000125107	CNOT1	23019
ENSG00000125122	LRRC29	26231
ENSG00000125124	BBS2	583
ENSG00000125144	MT1G	4495
ENSG00000125148	MT2A	4502
ENSG00000125149	C16orf70	80262
ENSG00000125166	GOT2	2806
ENSG00000125170	DOK4	55715
ENSG00000125207	PIWIL1	9271
ENSG00000125246	CLYBL	171425
ENSG00000125247	TMTC4	84899
ENSG00000125249	RAP2A	5911
ENSG00000125257	ABCC4	10257
ENSG00000125266	EFNB2	1948
ENSG00000125285	SOX21	11166
ENSG00000125304	TM9SF2	9375
ENSG00000125319	HROB	78995
ENSG00000125337	KIF25	3834
ENSG00000125347	IRF1	3659
ENSG00000125351	UPF3B	65109
ENSG00000125352	RNF113A	7737
ENSG00000125354	SEPTIN6	23157
ENSG00000125355	TMEM255A	55026
ENSG00000125356	NDUFA1	4694
ENSG00000125375	DMAC2L	27109
ENSG00000125378	BMP4	652
ENSG00000125384	PTGER2	5732
ENSG00000125386	FAM193A	8603
ENSG00000125388	GRK4	2868
ENSG00000125398	SOX9	6662
ENSG00000125409	TEKT3	64518
ENSG00000125414	MYH2	4620
ENSG00000125430	HS3ST3B1	9953
ENSG00000125434	SLC25A35	399512
ENSG00000125445	MRPS7	51081
ENSG00000125447	GGA3	23163
ENSG00000125449	ARMC7	79637
ENSG00000125450	NUP85	79902
ENSG00000125454	SLC25A19	60386
ENSG00000125457	MIF4GD	57409
ENSG00000125458	NT5C	30833
ENSG00000125459	MSTO1	55154
ENSG00000125462	C1orf61	10485
ENSG00000125482	TTF1	7270
ENSG00000125484	GTF3C4	9329
ENSG00000125485	DDX31	64794
ENSG00000125498	KIR2DL1	3802
ENSG00000125503	PPP1R12C	54776
ENSG00000125505	MBOAT7	79143
ENSG00000125508	SRMS	6725
ENSG00000125510	OPRL1	4987
ENSG00000125514	LINC00029	NA
ENSG00000125520	SLC2A4RG	56731
ENSG00000125531	FNDC11	79025
ENSG00000125533	BHLHE23	128408
ENSG00000125534	PPDPF	79144
ENSG00000125538	IL1B	3553
ENSG00000125551	PLGLB2	5342
ENSG00000125571	IL37	27178
ENSG00000125611	CHCHD5	84269
ENSG00000125618	PAX8	7849
ENSG00000125629	INSIG2	51141
ENSG00000125630	POLR1B	84172
ENSG00000125631	HTR5BP	NA
ENSG00000125633	CCDC93	54520
ENSG00000125637	PSD4	23550
ENSG00000125648	SLC25A23	79085
ENSG00000125650	PSPN	5623
ENSG00000125651	GTF2F1	2962
ENSG00000125652	ALKBH7	84266
ENSG00000125656	CLPP	8192
ENSG00000125657	TNFSF9	8744
ENSG00000125675	GRIA3	2892
ENSG00000125676	THOC2	57187
ENSG00000125686	MED1	5469
ENSG00000125691	RPL23	9349
ENSG00000125695		NA
ENSG00000125703	ATG4C	84938
ENSG00000125726	CD70	970
ENSG00000125730	C3	718
ENSG00000125731	SH2D3A	10045
ENSG00000125733	TRIP10	9322
ENSG00000125734	GPR108	56927
ENSG00000125735	TNFSF14	8740
ENSG00000125740	FOSB	2354
ENSG00000125741	OPA3	80207
ENSG00000125743	SNRPD2	6633
ENSG00000125744	RTN2	6253
ENSG00000125746	EML2	24139
ENSG00000125753	VASP	7408
ENSG00000125755	SYMPK	8189
ENSG00000125772	GPCPD1	56261
ENSG00000125775	SDCBP2	27111
ENSG00000125779	PANK2	80025
ENSG00000125780	TGM3	7053
ENSG00000125787	GNRH2	2797
ENSG00000125798	FOXA2	3170
ENSG00000125804	FAM182A	NA
ENSG00000125810	CD93	22918
ENSG00000125812	GZF1	64412
ENSG00000125813	PAX1	5075
ENSG00000125814	NAPB	63908
ENSG00000125817	CENPB	1059
ENSG00000125818	PSMF1	9491
ENSG00000125820	NKX2-2	4821
ENSG00000125821	DTD1	92675
ENSG00000125823	CSTL1	128817
ENSG00000125826	RBCK1	10616
ENSG00000125827	TMX4	56255
ENSG00000125834	STK35	140901
ENSG00000125835	SNRPB	6628
ENSG00000125841	NRSN2	80023
ENSG00000125843	AP5S1	55317
ENSG00000125844	RRBP1	6238
ENSG00000125845	BMP2	650
ENSG00000125846	ZNF133	7692
ENSG00000125848	FLRT3	23767
ENSG00000125850	OVOL2	58495
ENSG00000125851	PCSK2	5126
ENSG00000125861	GFRA4	64096
ENSG00000125863	MKKS	8195
ENSG00000125864	BFSP1	631
ENSG00000125868	DSTN	11034
ENSG00000125869	LAMP5	24141
ENSG00000125870	SNRPB2	6629
ENSG00000125871	MGME1	92667
ENSG00000125872	LRRN4	164312
ENSG00000125875	TBC1D20	128637
ENSG00000125877	ITPA	3704
ENSG00000125878	TCF15	6939
ENSG00000125879	OTOR	56914
ENSG00000125885	MCM8	84515
ENSG00000125888	BANF2	140836
ENSG00000125895	TMEM74B	55321
ENSG00000125898	FAM110A	83541
ENSG00000125901	MRPS26	64949
ENSG00000125903	DEFB129	140881
ENSG00000125910	S1PR4	8698
ENSG00000125912	NCLN	56926
ENSG00000125931	CITED1	4435
ENSG00000125944	HNRNPR	10236
ENSG00000125945	ZNF436	80818
ENSG00000125952	MAX	4149
ENSG00000125954	CHURC1-FNTB	100529261
ENSG00000125962	ARMCX5	64860
ENSG00000125965	GDF5	8200
ENSG00000125966	MMP24	10893
ENSG00000125967	NECAB3	63941
ENSG00000125968	ID1	3397
ENSG00000125970	RALY	22913
ENSG00000125971	DYNLRB1	83658
ENSG00000125975	C20orf173	140873
ENSG00000125977	EIF2S2	8894
ENSG00000125991	ERGIC3	51614
ENSG00000125995	ROMO1	140823
ENSG00000125998	FAM83C	128876
ENSG00000125999	BPIFB1	92747
ENSG00000126001	CEP250	11190
ENSG00000126003	PLAGL2	5326
ENSG00000126005	MMP24OS	101410538
ENSG00000126010	GRPR	2925
ENSG00000126012	KDM5C	8242
ENSG00000126016	AMOT	154796
ENSG00000126062	TMEM115	11070
ENSG00000126067	PSMB2	5690
ENSG00000126070	AGO3	192669
ENSG00000126088	UROD	7389
ENSG00000126091	ST3GAL3	6487
ENSG00000126106	TMEM53	79639
ENSG00000126107	HECTD3	79654
ENSG00000126214	KLC1	3831
ENSG00000126215	XRCC3	7517
ENSG00000126216	TUBGCP3	10426
ENSG00000126217	MCF2L	23263
ENSG00000126218	F10	2159
ENSG00000126226	PCID2	55795
ENSG00000126231	PROZ	8858
ENSG00000126243	LRFN3	79414
ENSG00000126246	IGFLR1	79713
ENSG00000126247	CAPNS1	826
ENSG00000126249	PDCD2L	84306
ENSG00000126254	RBM42	79171
ENSG00000126259	KIRREL2	84063
ENSG00000126261	UBA2	10054
ENSG00000126262	FFAR2	2867
ENSG00000126264	HCST	10870
ENSG00000126266	FFAR1	2864
ENSG00000126267	COX6B1	1340
ENSG00000126337	KRT36	8689
ENSG00000126351	THRA	7067
ENSG00000126353	CCR7	1236
ENSG00000126368	NR1D1	9572
ENSG00000126391	FRMD8	83786
ENSG00000126432	PRDX5	25824
ENSG00000126453	BCL2L12	83596
ENSG00000126456	IRF3	3661
ENSG00000126457	PRMT1	3276
ENSG00000126458	RRAS	6237
ENSG00000126460	PRRG2	5639
ENSG00000126461	SCAF1	58506
ENSG00000126464	PRR12	57479
ENSG00000126467	TSKS	60385
ENSG00000126500		23769
ENSG00000126522	ASL	435
ENSG00000126524	SBDS	51119
ENSG00000126545	CSN1S1	1446
ENSG00000126549	STATH	6779
ENSG00000126550	HTN1	3346
ENSG00000126561	STAT5A	6776
ENSG00000126562	WNK4	65266
ENSG00000126581	BECN1	8678
ENSG00000126583	PRKCG	5582
ENSG00000126602	TRAP1	10131
ENSG00000126603	GLIS2	84662
ENSG00000126653	NSRP1	84081
ENSG00000126698	DNAJC8	22826
ENSG00000126705	AHDC1	27245
ENSG00000126709	IFI6	2537
ENSG00000126733	DACH2	117154
ENSG00000126746	ZNF384	171017
ENSG00000126749	EMG1	10436
ENSG00000126752	SSX1	6756
ENSG00000126756	UXT	8409
ENSG00000126759	CFP	5199
ENSG00000126767	ELK1	2002
ENSG00000126768	TIMM17B	10245
ENSG00000126773	PCNX4	64430
ENSG00000126775	ATG14	22863
ENSG00000126777	KTN1	3895
ENSG00000126778	SIX1	6495
ENSG00000126785	RHOJ	57381
ENSG00000126787	DLGAP5	9787
ENSG00000126790	L3HYPDH	112849
ENSG00000126803	HSPA2	3306
ENSG00000126804	ZBTB1	22890
ENSG00000126814	TRMT5	57570
ENSG00000126821	SGPP1	81537
ENSG00000126822	PLEKHG3	26030
ENSG00000126838	PZP	5858
ENSG00000126856	PRDM7	11105
ENSG00000126858	RHOT1	55288
ENSG00000126860	EVI2A	2123
ENSG00000126861	OMG	4974
ENSG00000126870	WDR60	55112
ENSG00000126878	AIF1L	83543
ENSG00000126882	FAM78A	286336
ENSG00000126883	NUP214	8021
ENSG00000126890	CTAG2	30848
ENSG00000126895	AVPR2	554
ENSG00000126903	SLC10A3	8273
ENSG00000126934	MAP2K2	5605
ENSG00000126945	HNRNPH2	3188
ENSG00000126947	ARMCX1	51309
ENSG00000126950	TMEM35A	59353
ENSG00000126953	TIMM8A	1678
ENSG00000126970	ZC4H2	55906
ENSG00000127022	CANX	821
ENSG00000127054	INTS11	54973
ENSG00000127074	RGS13	6003
ENSG00000127080	IPPK	64768
ENSG00000127081	ZNF484	83744
ENSG00000127083	OMD	4958
ENSG00000127084	FGD3	89846
ENSG00000127124	HIVEP3	59269
ENSG00000127125	PPCS	79717
ENSG00000127129	EDN2	1907
ENSG00000127152	BCL11B	64919
ENSG00000127184	COX7C	1350
ENSG00000127191	TRAF2	7186
ENSG00000127220	ABHD8	79575
ENSG00000127241	MASP1	5648
ENSG00000127249	ATP13A4	84239
ENSG00000127252	PLAAT1	57110
ENSG00000127311	HELB	92797
ENSG00000127314	RAP1B	5908
ENSG00000127318	IL22	50616
ENSG00000127324	TSPAN8	7103
ENSG00000127325	BEST3	144453
ENSG00000127328	RAB3IP	117177
ENSG00000127329	PTPRB	5787
ENSG00000127334	DYRK2	8445
ENSG00000127337	YEATS4	8089
ENSG00000127362	TAS2R3	50831
ENSG00000127364	TAS2R4	50832
ENSG00000127366	TAS2R5	54429
ENSG00000127377	CRYGN	155051
ENSG00000127399	LRRC61	65999
ENSG00000127412	TRPV5	56302
ENSG00000127415	IDUA	3425
ENSG00000127418	FGFRL1	53834
ENSG00000127419	TMEM175	84286
ENSG00000127423	AUNIP	79000
ENSG00000127445	PIN1	5300
ENSG00000127452	FBXL12	54850
ENSG00000127463	EMC1	23065
ENSG00000127472	PLA2G5	5322
ENSG00000127481	UBR4	23352
ENSG00000127483	HP1BP3	50809
ENSG00000127507	ADGRE2	30817
ENSG00000127511	SIN3B	23309
ENSG00000127515	OR7A10	390892
ENSG00000127526	SLC35E1	79939
ENSG00000127527	EPS15L1	58513
ENSG00000127528	KLF2	10365
ENSG00000127530	OR7C1	26664
ENSG00000127540	UQCR11	10975
ENSG00000127554	GFER	2671
ENSG00000127561	SYNGR3	9143
ENSG00000127564	PKMYT1	9088
ENSG00000127578	WFIKKN1	117166
ENSG00000127580	WDR24	84219
ENSG00000127585	FBXL16	146330
ENSG00000127586	CHTF18	63922
ENSG00000127589	TUBBP1	NA
ENSG00000127603	MACF1	23499
ENSG00000127616	SMARCA4	6597
ENSG00000127663	KDM4B	23030
ENSG00000127666	TICAM1	148022
ENSG00000127720	METTL25	84190
ENSG00000127774	EMC6	83460
ENSG00000127804	METTL16	79066
ENSG00000127824	TUBA4A	7277
ENSG00000127831	VIL1	7429
ENSG00000127837	AAMP	14
ENSG00000127838	PNKD	25953
ENSG00000127863	TNFRSF19	55504
ENSG00000127870	RNF6	6049
ENSG00000127884	ECHS1	1892
ENSG00000127914	AKAP9	10142
ENSG00000127920	GNG11	2791
ENSG00000127922	SEM1	7979
ENSG00000127928	GNGT1	2792
ENSG00000127946	HIP1	3092
ENSG00000127947	PTPN12	5782
ENSG00000127948	POR	5447
ENSG00000127951	FGL2	10875
ENSG00000127952	STYXL1	51657
ENSG00000127954	STEAP4	79689
ENSG00000127955	GNAI1	2770
ENSG00000127957	PMS2P3	NA
ENSG00000127980	PEX1	5189
ENSG00000127989	MTERF1	7978
ENSG00000127990	SGCE	8910
ENSG00000127993	RBM48	84060
ENSG00000127995	CASD1	64921
ENSG00000128000	ZNF780B	163131
ENSG00000128011	LRFN1	57622
ENSG00000128016	ZFP36	7538
ENSG00000128039	SRD5A3	79644
ENSG00000128040	SPINK2	6691
ENSG00000128045	RASL11B	65997
ENSG00000128050	PAICS	10606
ENSG00000128052	KDR	3791
ENSG00000128059	PPAT	5471
ENSG00000128159	TUBGCP6	85378
ENSG00000128165	ADM2	79924
ENSG00000128185	DGCR6L	85359
ENSG00000128191	DGCR8	54487
ENSG00000128203	ASPHD2	57168
ENSG00000128218	VPREB3	29802
ENSG00000128228	SDF2L1	23753
ENSG00000128242	GAL3ST1	9514
ENSG00000128245	YWHAH	7533
ENSG00000128250	RFPL1	5988
ENSG00000128253	RFPL2	10739
ENSG00000128254	C22orf24	25775
ENSG00000128262	POM121L9P	NA
ENSG00000128266	GNAZ	2781
ENSG00000128268	MGAT3	4248
ENSG00000128271	ADORA2A	135
ENSG00000128272	ATF4	468
ENSG00000128274	A4GALT	53947
ENSG00000128276	RFPL3	10738
ENSG00000128283	CDC42EP1	11135
ENSG00000128284	APOL3	80833
ENSG00000128285	MCHR1	2847
ENSG00000128294	TPST2	8459
ENSG00000128298	BAIAP2L2	80115
ENSG00000128309	MPST	4357
ENSG00000128310	GALR3	8484
ENSG00000128311	TST	7263
ENSG00000128335	APOL2	23780
ENSG00000128340	RAC2	5880
ENSG00000128342	LIF	3976
ENSG00000128346	C22orf23	84645
ENSG00000128383	APOBEC3A	200315
ENSG00000128383	APOBEC3A	100913187
ENSG00000128394	APOBEC3F	200316
ENSG00000128408	RIBC2	26150
ENSG00000128422	KRT17	3872
ENSG00000128438	TBC1D27P	NA
ENSG00000128463	EMC4	51234
ENSG00000128482	RNF112	7732
ENSG00000128487	SPECC1	92521
ENSG00000128510	CPA4	51200
ENSG00000128512	DOCK4	9732
ENSG00000128513	POT1	25913
ENSG00000128519	TAS2R16	50833
ENSG00000128524	ATP6V1F	9296
ENSG00000128534	LSM8	51691
ENSG00000128536	CDHR3	222256
ENSG00000128563	PRKRIP1	79706
ENSG00000128564	VGF	7425
ENSG00000128567	PODXL	5420
ENSG00000128573	FOXP2	93986
ENSG00000128578	STRIP2	57464
ENSG00000128581	IFT22	64792
ENSG00000128585	MKLN1	4289
ENSG00000128590	DNAJB9	4189
ENSG00000128591	FLNC	2318
ENSG00000128594	LRRC4	64101
ENSG00000128595	CALU	813
ENSG00000128596	CCDC136	64753
ENSG00000128602	SMO	6608
ENSG00000128604	IRF5	3663
ENSG00000128606	LRRC17	10234
ENSG00000128607	KLHDC10	23008
ENSG00000128609	NDUFA5	4698
ENSG00000128610	FEZF1	389549
ENSG00000128617	OPN1SW	611
ENSG00000128626	MRPS12	6183
ENSG00000128641	MYO1B	4430
ENSG00000128645	HOXD1	3231
ENSG00000128652	HOXD3	3232
ENSG00000128654	MTX2	10651
ENSG00000128655	PDE11A	50940
ENSG00000128656	CHN1	1123
ENSG00000128683	GAD1	2571
ENSG00000128692	EIF2S2P4	NA
ENSG00000128694	OSGEPL1	64172
ENSG00000128699	ORMDL1	94101
ENSG00000128708	HAT1	8520
ENSG00000128709	HOXD9	3235
ENSG00000128710	HOXD10	3236
ENSG00000128713	HOXD11	3237
ENSG00000128714	HOXD13	3239
ENSG00000128731	HERC2	8924
ENSG00000128739	SNRPN	6638
ENSG00000128789	PSMG2	56984
ENSG00000128791	TWSG1	57045
ENSG00000128805	ARHGAP22	58504
ENSG00000128815	WDFY4	57705
ENSG00000128829	EIF2AK4	440275
ENSG00000128833	MYO5C	55930
ENSG00000128849	CGNL1	84952
ENSG00000128872	TMOD2	29767
ENSG00000128881	TTBK2	146057
ENSG00000128886	ELL3	80237
ENSG00000128891	CCDC32	90416
ENSG00000128908	INO80	54617
ENSG00000128915	ICE2	79664
ENSG00000128917	DLL4	54567
ENSG00000128918	ALDH1A2	8854
ENSG00000128923	MINDY2	54629
ENSG00000128928	IVD	3712
ENSG00000128944	KNSTRN	90417
ENSG00000128951	DUT	1854
ENSG00000128965	CHAC1	79094
ENSG00000128973	CLN6	54982
ENSG00000128989	ARPP19	10776
ENSG00000129003	VPS13C	54832
ENSG00000129007	CALML4	91860
ENSG00000129009	ISLR	3671
ENSG00000129028	THAP10	56906
ENSG00000129038	LOXL1	4016
ENSG00000129048	ACKR4	51554
ENSG00000129055	ANAPC13	25847
ENSG00000129071	MBD4	8930
ENSG00000129083	COPB1	1315
ENSG00000129084	PSMA1	5682
ENSG00000129103	SUMF2	25870
ENSG00000129116	PALLD	23022
ENSG00000129128	SPCS3	60559
ENSG00000129151	BBOX1	8424
ENSG00000129152	MYOD1	4654
ENSG00000129158	SERGEF	26297
ENSG00000129159	KCNC1	3746
ENSG00000129167	TPH1	7166
ENSG00000129170	CSRP3	8048
ENSG00000129173	E2F8	79733
ENSG00000129187	DCTD	1635
ENSG00000129194	SOX15	6665
ENSG00000129195	PIMREG	54478
ENSG00000129197	RPAIN	84268
ENSG00000129204	USP6	9098
ENSG00000129214	SHBG	6462
ENSG00000129219	PLD2	5338
ENSG00000129221	AIPL1	23746
ENSG00000129226	CD68	968
ENSG00000129235	TXNDC17	84817
ENSG00000129244	ATP1B2	482
ENSG00000129245	FXR2	9513
ENSG00000129250	KIF1C	10749
ENSG00000129255	MPDU1	9526
ENSG00000129292	PHF20L1	51105
ENSG00000129295	LRRC6	23639
ENSG00000129315	CCNT1	904
ENSG00000129317	PUS7L	83448
ENSG00000129347	KRI1	65095
ENSG00000129351	ILF3	3609
ENSG00000129353	SLC44A2	57153
ENSG00000129354	AP1M2	10053
ENSG00000129355	CDKN2D	1032
ENSG00000129422	MTUS1	57509
ENSG00000129437	KLK14	43847
ENSG00000129450	SIGLEC9	27180
ENSG00000129451	KLK10	5655
ENSG00000129455	KLK8	11202
ENSG00000129460	NGDN	25983
ENSG00000129465	RIPK3	11035
ENSG00000129467	ADCY4	196883
ENSG00000129472	RAB2B	84932
ENSG00000129473	BCL2L2	599
ENSG00000129474	AJUBA	84962
ENSG00000129480	DTD2	112487
ENSG00000129484	PARP2	10038
ENSG00000129493	HEATR5A	25938
ENSG00000129514	FOXA1	3169
ENSG00000129515	SNX6	58533
ENSG00000129518	EAPP	55837
ENSG00000129521	EGLN3	112399
ENSG00000129534	MIS18BP1	55320
ENSG00000129535	NRL	4901
ENSG00000129538	RNASE1	6035
ENSG00000129559	NEDD8	4738
ENSG00000129562	DAD1	1603
ENSG00000129566	TEP1	7011
ENSG00000129595	EPB41L4A	64097
ENSG00000129596	CDO1	1036
ENSG00000129625	REEP5	7905
ENSG00000129636	ITFG1	81533
ENSG00000129646	QRICH2	84074
ENSG00000129654	FOXJ1	2302
ENSG00000129657	SEC14L1	6397
ENSG00000129667	RHBDF2	79651
ENSG00000129673	AANAT	15
ENSG00000129675	ARHGEF6	9459
ENSG00000129680	MAP7D3	79649
ENSG00000129682	FGF13	2258
ENSG00000129691	ASH2L	9070
ENSG00000129696	TTI2	80185
ENSG00000129744	ART1	417
ENSG00000129749	CHRNA10	57053
ENSG00000129757	CDKN1C	1028
ENSG00000129810	SGO1	151648
ENSG00000129910	CDH15	1013
ENSG00000129911	KLF16	83855
ENSG00000129925	PGAP6	58986
ENSG00000129932	DOHH	83475
ENSG00000129933	MAU2	23383
ENSG00000129946	SHC2	25759
ENSG00000129951	PLPPR3	79948
ENSG00000129965	INS-IGF2	723961
ENSG00000129968	ABHD17A	81926
ENSG00000129988	LBP	3929
ENSG00000129990	SYT5	6861
ENSG00000129991	TNNI3	7137
ENSG00000129993	CBFA2T3	863
ENSG00000130005	GAMT	2593
ENSG00000130021	PUDP	8226
ENSG00000130023	ERMARD	55780
ENSG00000130024	PHF10	55274
ENSG00000130032	PRRG3	79057
ENSG00000130035	GALNT8	3742
ENSG00000130035	GALNT8	26290
ENSG00000130037	KCNA5	3741
ENSG00000130038	CRACR2A	84766
ENSG00000130045	NXNL2	158046
ENSG00000130052	STARD8	9754
ENSG00000130054	FAM155B	27112
ENSG00000130055	GDPD2	54857
ENSG00000130066	SAT1	6303
ENSG00000130119	GNL3L	54552
ENSG00000130147	SH3BP4	23677
ENSG00000130150	MOSPD2	158747
ENSG00000130158	DOCK6	57572
ENSG00000130159	ECSIT	51295
ENSG00000130164	LDLR	3949
ENSG00000130165	ELOF1	84337
ENSG00000130167	TSPAN16	26526
ENSG00000130173	ANGPTL8	55908
ENSG00000130175	PRKCSH	5589
ENSG00000130176	CNN1	1264
ENSG00000130177	CDC16	8881
ENSG00000130182	ZSCAN10	84891
ENSG00000130193	THEM6	51337
ENSG00000130202	NECTIN2	5819
ENSG00000130203	APOE	348
ENSG00000130204	TOMM40	10452
ENSG00000130208	APOC1	341
ENSG00000130222	GADD45G	10912
ENSG00000130224	LRCH2	57631
ENSG00000130226	DPP6	1804
ENSG00000130227	XPO7	23039
ENSG00000130234	ACE2	59272
ENSG00000130244	FAM98C	147965
ENSG00000130254	SAFB2	9667
ENSG00000130255	RPL36	25873
ENSG00000130270	ATP8B3	148229
ENSG00000130283	GDF1	2657
ENSG00000130287	NCAN	1463
ENSG00000130294	KIF1A	547
ENSG00000130299	GTPBP3	84705
ENSG00000130300	PLVAP	83483
ENSG00000130303	BST2	684
ENSG00000130304	SLC27A1	376497
ENSG00000130305	NSUN5	55695
ENSG00000130307	USHBP1	83878
ENSG00000130309	COLGALT1	79709
ENSG00000130311	DDA1	79016
ENSG00000130312	MRPL34	64981
ENSG00000130313	PGLS	25796
ENSG00000130332	LSM7	51690
ENSG00000130338	TULP4	56995
ENSG00000130340	SNX9	51429
ENSG00000130347	RTN4IP1	84816
ENSG00000130348	QRSL1	55278
ENSG00000130349	MTRES1	51250
ENSG00000130363	RSPH3	83861
ENSG00000130368	MAS1	4142
ENSG00000130377	ACSBG2	81616
ENSG00000130382	MLLT1	4298
ENSG00000130383	FUT5	2527
ENSG00000130396	AFDN	4301
ENSG00000130402	ACTN4	81
ENSG00000130413	STK33	65975
ENSG00000130414	NDUFA10	4705
ENSG00000130427	EPO	2056
ENSG00000130429	ARPC1B	10095
ENSG00000130433	CACNG6	59285
ENSG00000130449	ZSWIM6	57688
ENSG00000130475	FCHO1	23149
ENSG00000130477	UNC13A	23025
ENSG00000130479	MAP1S	55201
ENSG00000130487	KLHDC7B	113730
ENSG00000130508	PXDN	7837
ENSG00000130511	SSBP4	170463
ENSG00000130513	GDF15	9518
ENSG00000130517	PGPEP1	54858
ENSG00000130518	IQCN	80726
ENSG00000130520	LSM4	25804
ENSG00000130522	JUND	3727
ENSG00000130528	HRC	3270
ENSG00000130529	TRPM4	54795
ENSG00000130538	OR11H1	81061
ENSG00000130540	SULT4A1	25830
ENSG00000130544	ZNF557	79230
ENSG00000130545	CRB3	92359
ENSG00000130558	OLFM1	10439
ENSG00000130559	CAMSAP1	157922
ENSG00000130560	UBAC1	10422
ENSG00000130561	SAG	6295
ENSG00000130584	ZBTB46	140685
ENSG00000130589	HELZ2	85441
ENSG00000130590	SAMD10	140700
